OGLE-LMC-CEP-0090  15.132 15.867   4.0004649 0.0000067  6001.16894  0.679  0.512 4.709  0.275 3.255
OGLE-LMC-CEP-0091  15.349 16.123   3.5989553 0.0000065  6001.68942  0.439  0.424 4.623  0.214 2.992
OGLE-LMC-CEP-0094  16.009    -     3.2127688 0.0000334  6002.91601  0.321  0.376 4.621  0.166 2.958
OGLE-LMC-CEP-0095  15.476 16.159   2.7749337 0.0000045  6002.18484  0.456  0.471 4.443  0.252 2.714
OGLE-LMC-CEP-0100  15.455 16.198   3.2094086 0.0000038  6002.83445  0.511  0.419 4.506  0.224 2.760
OGLE-LMC-CEP-0101  14.692 15.778   8.1924377 0.0003007  6007.89956  0.042  0.066 6.068  0.000   -  
OGLE-LMC-CEP-0103  13.988 14.675   7.1572780 0.0000251  6003.03526  0.396  0.287 4.735  0.092 2.690
OGLE-LMC-CEP-0104  15.434 16.175   3.1095464 0.0000035  6001.42476  0.484  0.433 4.501  0.228 2.767
OGLE-LMC-CEP-0105  14.944 15.718   4.7407405 0.0000121  6003.00582  0.458  0.435 4.873  0.186 3.487
OGLE-LMC-CEP-0106  15.439 16.222   3.2675038 0.0000084  6001.97906  0.466  0.451 4.534  0.249 2.869
OGLE-LMC-CEP-0107  13.947 14.761   8.7388601 0.0000420  6001.45703  0.505  0.284 5.219  0.211 3.515
OGLE-LMC-CEP-0108  15.250 15.989   3.7476000 0.0000128  6000.26664  0.261  0.343 4.603  0.128 3.003
OGLE-LMC-CEP-0109  15.823 16.657   2.8533700 0.0000034  6001.90097  0.654  0.501 4.467  0.297 2.676
OGLE-LMC-CEP-0111  16.284 16.970   1.6128624 0.0000019  6000.55044  0.622  0.484 4.191  0.307 2.243
OGLE-LMC-CEP-0114  13.792 14.592  10.3719990 0.0000699  6009.14841  0.355  0.155 4.819  0.079 4.460
OGLE-LMC-CEP-0116  15.353 16.116   3.4150618 0.0000048  6000.96001  0.473  0.474 4.569  0.257 2.953
OGLE-LMC-CEP-0122  16.652 17.285   1.2929953 0.0000010  6000.35916  0.444  0.446 4.169  0.264 2.134
OGLE-LMC-CEP-0123  14.904 15.940   6.8885387 0.0000261  6003.98626  0.482  0.356 5.323  0.198 3.598
OGLE-LMC-CEP-0126  14.375 15.296   7.6992572 0.0001043  6003.44257  0.190  0.216 5.592  0.019 3.721
OGLE-LMC-CEP-0128  15.246 16.021   3.8457511 0.0000065  6000.28485  0.460  0.435 4.665  0.224 3.116
OGLE-LMC-CEP-0130  16.535    -     3.4120477 0.0000292  6003.40038  0.485  0.445 4.591  0.240 2.964
OGLE-LMC-CEP-0131  15.661 16.470   2.8694980 0.0000083  6001.84271  0.401  0.441 4.559  0.215 2.850
OGLE-LMC-CEP-0132  15.710    -     3.0610615 0.0000288  6001.93067  0.358  0.426 4.599  0.197 2.878
OGLE-LMC-CEP-0137     -   13.351  27.1006309 0.0007566       -        -      -     -      -     -  
OGLE-LMC-CEP-0138  15.946 16.738   2.3754308 0.0000040  6000.60196  0.416  0.459 4.438  0.239 2.727
OGLE-LMC-CEP-0139  14.142 15.039   9.7736415 0.0000592  6008.06189  0.448  0.089 5.408  0.134 0.734
OGLE-LMC-CEP-0140  15.722 16.413   2.4202552 0.0000022  6000.04698  0.455  0.468 4.405  0.247 2.675
OGLE-LMC-CEP-0142  15.330 16.167   3.7719620 0.0000219  6003.42019  0.379  0.404 4.667  0.188 3.116
OGLE-LMC-CEP-0147     -   13.478  22.2630923 0.0037557       -        -      -     -      -     -  
OGLE-LMC-CEP-0149  15.696 16.534   3.0792302 0.0000058  6002.55862  0.394  0.420 4.545  0.202 2.823
OGLE-LMC-CEP-0151  14.162 15.133   9.3645147 0.0000877  6006.23152  0.204  0.203 6.129  0.035 4.954
OGLE-LMC-CEP-0152  15.054    -     3.6938683 0.0000176  6002.36312  0.182  0.289 4.678  0.105 3.050
OGLE-LMC-CEP-0154  15.217 16.003   4.1646485 0.0000083  6003.38161  0.461  0.430 4.805  0.200 3.316
OGLE-LMC-CEP-0155  13.852 14.622   9.8496665 0.0000495  6006.49871  0.394  0.195 5.040  0.110 3.813
OGLE-LMC-CEP-0158  14.545 15.492   7.2298325 0.0000193  6000.08705  0.546  0.388 5.070  0.200 3.092
OGLE-LMC-CEP-0159  14.727 15.532   5.4639151 0.0000197  6004.09438  0.371  0.391 4.825  0.158 3.414
OGLE-LMC-CEP-0160  14.756 15.774   3.2013176 0.0000055  6000.10520  0.262  0.486 4.444  0.282 2.684
OGLE-LMC-CEP-0161  15.730 16.329   2.1149438 0.0000020  6000.36548  0.671  0.505 4.195  0.296 2.381
OGLE-LMC-CEP-0162  14.735 15.445   5.0243717 0.0000091  6001.75496  0.454  0.339 4.517  0.115 2.615
OGLE-LMC-CEP-0163  15.144 15.797   3.4413496 0.0000044  6001.44031  0.563  0.449 4.546  0.259 2.818
OGLE-LMC-CEP-0164  15.690 16.476   2.7808997 0.0000040  6002.76015  0.439  0.439 4.430  0.223 2.682
OGLE-LMC-CEP-0165  15.491 16.294   3.2277115 0.0000046  6000.63544  0.520  0.447 4.544  0.248 2.841
OGLE-LMC-CEP-0166  15.361 16.062   3.1462898 0.0000044  6002.86331  0.601  0.467 4.459  0.270 2.648
OGLE-LMC-CEP-0167  13.568 14.452  12.5108516 0.0000736  6011.05209  0.398  0.031 6.007  0.167 0.501
OGLE-LMC-CEP-0168  16.253 17.009   1.7544103 0.0000024  6001.54035  0.411  0.436 4.271  0.243 2.383
OGLE-LMC-CEP-0169  14.774 15.677   5.7768046 0.0000154  6005.19086  0.441  0.419 4.977  0.143 3.524
OGLE-LMC-CEP-0170  15.417 16.288   3.9895888 0.0000052  6000.74737  0.617  0.492 4.837  0.277 3.508
OGLE-LMC-CEP-0171  15.439 16.231   3.4122045 0.0000054  6002.76481  0.480  0.451 4.621  0.241 2.975
OGLE-LMC-CEP-0172  15.846 16.669   2.5161247 0.0000034  6002.17750  0.480  0.473 4.460  0.257 2.722
OGLE-LMC-CEP-0173  15.591 16.407   3.0727919 0.0000075  6001.95402  0.444  0.441 4.561  0.237 2.832
OGLE-LMC-CEP-0174  13.666 14.739  15.8633946 0.0001107  6005.81330  0.471  0.125 4.628  0.145 1.784
OGLE-LMC-CEP-0175  15.453 16.161   3.0040744 0.0000040  6001.88118  0.683  0.485 4.423  0.302 2.567
OGLE-LMC-CEP-0176  15.608 16.356   2.7567083 0.0000027  6001.85287  0.514  0.477 4.468  0.259 2.719
OGLE-LMC-CEP-0177  15.031 15.844   4.2764188 0.0000060  6002.03301  0.488  0.415 4.598  0.209 2.951
OGLE-LMC-CEP-0179  15.731 16.511   2.6151686 0.0000036  6002.48959  0.483  0.432 4.454  0.228 2.639
OGLE-LMC-CEP-0180  16.892 17.598   1.0372144 0.0000013  6000.36668  0.364  0.391 3.845  0.195 1.588
OGLE-LMC-CEP-0181  15.209 15.961   3.7039359 0.0000100  6003.58797  0.320  0.379 4.639  0.146 3.136
OGLE-LMC-CEP-0186  15.138 16.152   5.3792477 0.0000168  6001.68591  0.355  0.378 4.948  0.116 3.668
OGLE-LMC-CEP-0188  16.318 17.024   1.6484262 0.0000016  6001.02491  0.404  0.437 4.285  0.239 2.373
OGLE-LMC-CEP-0189  14.765 15.684   5.9198864 0.0000137  6002.58829  0.568  0.449 4.805  0.187 3.207
OGLE-LMC-CEP-0191  15.327 16.034   3.3540102 0.0000089  6002.70736  0.658  0.455 4.476  0.269 2.724
OGLE-LMC-CEP-0194  15.473 16.230   3.1455578 0.0000080  6001.51097  0.365  0.363 4.511  0.159 2.725
OGLE-LMC-CEP-0196  15.931 16.683   2.2983774 0.0000030  6000.45991  0.635  0.472 4.284  0.258 2.417
OGLE-LMC-CEP-0197  15.679 16.400   2.6181371 0.0000027  6001.65223  0.481  0.481 4.485  0.261 2.788
OGLE-LMC-CEP-0198  15.928 16.604   2.0349701 0.0000023  6001.90819  0.618  0.463 4.252  0.269 2.395
OGLE-LMC-CEP-0199  15.134 15.949   4.2997888 0.0000165  6003.08910  0.509  0.436 4.706  0.215 3.185
OGLE-LMC-CEP-0201  15.689 16.450   2.5705997 0.0000039  6000.33968  0.401  0.437 4.446  0.207 2.688
OGLE-LMC-CEP-0205  15.880    -     2.6424119 0.0000218  6000.42942  0.406  0.441 4.516  0.215 2.761
OGLE-LMC-CEP-0206  15.303 15.985   3.2728111 0.0000071  6003.11542  0.508  0.465 4.550  0.244 2.773
OGLE-LMC-CEP-0209  15.451 16.193   3.1227846 0.0000059  6001.70670  0.286  0.332 4.481  0.123 2.743
OGLE-LMC-CEP-0210  14.898 15.773   4.7872336 0.0000220  6001.98469  0.168  0.225 4.666  0.038 3.301
OGLE-LMC-CEP-0211  15.792 16.431   2.0977485 0.0000017  6000.23207  0.653  0.459 4.210  0.253 2.235
OGLE-LMC-CEP-0212  13.914 14.854  12.3265060 0.0000805  6008.95940  0.548  0.167 5.108  0.114 2.191
OGLE-LMC-CEP-0213  16.297 16.873   1.6504667 0.0000007  6001.41458  0.710  0.495 4.216  0.368 2.254
OGLE-LMC-CEP-0214  15.850 16.578   2.4240208 0.0000079  6001.02330  0.191  0.243 4.406  0.066 2.576
OGLE-LMC-CEP-0215  15.987 16.817   2.5452257 0.0000060  6001.24950  0.340  0.417 4.476  0.178 2.761
OGLE-LMC-CEP-0216  15.351 16.080   3.3986626 0.0000036  6001.88374  0.592  0.457 4.501  0.261 2.815
OGLE-LMC-CEP-0217  15.708 16.494   3.0408565 0.0000034  6000.63898  0.627  0.476 4.580  0.286 2.876
OGLE-LMC-CEP-0218  14.366    -     8.6221264 0.0006334  6006.05359  0.279  0.257 5.990  0.084 4.858
OGLE-LMC-CEP-0222  15.623 16.335   2.6968757 0.0000028  6000.40186  0.528  0.442 4.431  0.234 2.660
OGLE-LMC-CEP-0223  14.292 15.150   8.2392025 0.0000360  6004.65218  0.425  0.253 5.692  0.169 4.732
OGLE-LMC-CEP-0224  14.455 15.492   3.7796319 0.0000129  6001.70216  0.214  0.415 4.582  0.195 2.906
OGLE-LMC-CEP-0225  14.844 15.572   4.4325622 0.0000061  6003.69037  0.584  0.472 4.661  0.244 3.114
OGLE-LMC-CEP-0226  15.597 16.313   2.6092305 0.0000035  6002.32096  0.603  0.483 4.403  0.265 2.562
OGLE-LMC-CEP-0227  14.408 15.291   3.7970782 0.0000114  6001.24962  0.300  0.485 4.525  0.276 2.803
OGLE-LMC-CEP-0229  15.201 16.044   4.5634595 0.0000117  6003.17640  0.634  0.462 4.541  0.248 2.849
OGLE-LMC-CEP-0230  15.184 15.926   3.6908117 0.0000044  6001.71612  0.584  0.454 4.568  0.249 2.916
OGLE-LMC-CEP-0235  15.143 15.983   4.7622517 0.0000231  6001.92019  0.224  0.282 4.866  0.060 3.506
OGLE-LMC-CEP-0236  15.640 16.526   3.2965051 0.0000078  6001.06922  0.315  0.365 4.607  0.144 2.945
OGLE-LMC-CEP-0237  15.330 16.026   3.2226656 0.0000052  6003.10920  0.457  0.470 4.586  0.269 2.878
OGLE-LMC-CEP-0238  15.863 16.524   2.5057914 0.0000038  6002.22838  0.478  0.447 4.521  0.235 2.781
OGLE-LMC-CEP-0239  14.953 15.678   4.7507992 0.0000083  6001.73162  0.539  0.450 4.768  0.213 3.267
OGLE-LMC-CEP-0246  14.720 15.323   4.3331413 0.0000043  6000.30228  0.649  0.449 4.494  0.226 2.727
OGLE-LMC-CEP-0249  13.099 13.950  20.0861576 0.0002098  6015.92029  0.538  0.247 5.008  0.138 3.042
OGLE-LMC-CEP-0250  14.432 15.188   6.1802501 0.0000210  6003.56662  0.411  0.394 5.067  0.128 3.540
OGLE-LMC-CEP-0253  15.867 16.584   2.0829793 0.0000018  6001.85427  0.524  0.456 4.261  0.254 2.417
OGLE-LMC-CEP-0254  15.669 16.351   2.7873584 0.0000031  6000.65581  0.511  0.448 4.660  0.244 2.947
OGLE-LMC-CEP-0255  15.284 15.930   3.2516293 0.0000039  6001.30403  0.606  0.479 4.638  0.291 2.986
OGLE-LMC-CEP-0257  14.705 15.392   6.2296897 0.0000555  6000.32874  0.363  0.353 5.241  0.090 3.739
OGLE-LMC-CEP-0258  14.745 15.520   5.0254976 0.0000164  6002.06709  0.312  0.333 4.620  0.124 2.971
OGLE-LMC-CEP-0262  15.521 16.231   2.8503690 0.0000047  6002.27026  0.411  0.432 4.556  0.217 2.854
OGLE-LMC-CEP-0263  15.928    -     2.1269245 0.0000027  6000.94895  0.505  0.468 4.364  0.253 2.641
OGLE-LMC-CEP-0264  15.142 15.938   3.8193141 0.0000048  6003.44494  0.498  0.446 4.541  0.246 2.862
OGLE-LMC-CEP-0266  15.672 16.538   3.2791229 0.0000134  6000.84533  0.325  0.404 4.523  0.173 2.887
OGLE-LMC-CEP-0267  15.745 16.560   2.7908309 0.0000034  6001.32813  0.457  0.424 4.504  0.222 2.723
OGLE-LMC-CEP-0269  15.115 15.790   3.8194537 0.0000047  6003.57699  0.626  0.475 4.566  0.271 2.923
OGLE-LMC-CEP-0270  15.156 15.746   3.6017995 0.0000075  6001.62985  0.283  0.374 4.617  0.150 3.012
OGLE-LMC-CEP-0271  15.577    -     2.7302183 0.0000789  6002.53951  0.262  0.311 4.325  0.103 2.459
OGLE-LMC-CEP-0272  15.441 16.160   2.9518565 0.0000041  6001.37946  0.501  0.430 4.486  0.233 2.692
OGLE-LMC-CEP-0273  15.414 16.131   3.1183773 0.0000051  6001.71558  0.397  0.416 4.560  0.207 2.879
OGLE-LMC-CEP-0274  14.891 15.606   4.5257248 0.0000088  6002.06387  0.663  0.466 4.715  0.225 3.052
OGLE-LMC-CEP-0275  15.572 16.365   3.0778447 0.0000134  6000.41831  0.236  0.318 4.460  0.105 2.797
OGLE-LMC-CEP-0276  15.771    -     2.3418942 0.0000094  6000.50484  0.540  0.468 4.396  0.240 2.613
OGLE-LMC-CEP-0278  15.217    -     4.0586290 0.0000423  6003.14633  0.477  0.457 4.756  0.221 3.196
OGLE-LMC-CEP-0279  14.742    -     5.7297098 0.0000624  6002.07421  0.499  0.413 5.140  0.140 3.509
OGLE-LMC-CEP-0280  15.390 16.137   3.2616772 0.0000086  6001.00218  0.382  0.424 4.564  0.201 2.928
OGLE-LMC-CEP-0281  16.154 17.075   2.5917022 0.0000055  6001.41411  0.387  0.431 4.484  0.211 2.752
OGLE-LMC-CEP-0282  15.783 16.592   2.8230771 0.0000048  6001.84796  0.395  0.437 4.510  0.215 2.778
OGLE-LMC-CEP-0285  15.900 16.703   2.3073483 0.0000030  6000.79479  0.418  0.464 4.412  0.229 2.685
OGLE-LMC-CEP-0286  15.065 15.943   3.1335144 0.0000061  6001.07248  0.331  0.485 4.504  0.271 2.798
OGLE-LMC-CEP-0289  16.441 17.126   1.4626671 0.0000013  6000.86507  0.464  0.426 4.213  0.237 2.172
OGLE-LMC-CEP-0290  14.948 15.723   4.2442406 0.0000151  6000.31645  0.255  0.306 4.682  0.098 3.154
OGLE-LMC-CEP-0291  15.294 16.086   3.7621000 0.0000054  6002.79291  0.478  0.436 4.650  0.224 3.041
OGLE-LMC-CEP-0292  14.104 14.830   7.3989600 0.0001374  6002.56677  0.552  0.341 5.083  0.228 3.137
OGLE-LMC-CEP-0293  15.415 16.216   3.1478085 0.0000037  6001.07567  0.436  0.416 4.556  0.214 2.876
OGLE-LMC-CEP-0295  15.565 16.315   2.7857060 0.0000026  6001.33146  0.594  0.485 4.443  0.279 2.677
OGLE-LMC-CEP-0296  15.319 16.135   3.6867496 0.0000063  6002.29039  0.371  0.396 4.652  0.175 3.068
OGLE-LMC-CEP-0299  15.277 16.036   3.4613222 0.0000080  6002.99920  0.491  0.440 4.571  0.243 2.890
OGLE-LMC-CEP-0301  15.531 16.354   3.3461852 0.0000051  6003.14749  0.511  0.461 4.588  0.255 2.951
OGLE-LMC-CEP-0303  16.735 17.506   1.5268645 0.0000011  6001.27829  0.540  0.459 4.259  0.285 2.326
OGLE-LMC-CEP-0304  15.355 16.141   3.6523152 0.0000068  6002.00508  0.374  0.402 4.632  0.184 3.034
OGLE-LMC-CEP-0306  14.342 15.173   6.8868598 0.0000152  6003.96793  0.568  0.431 4.881  0.166 3.159
OGLE-LMC-CEP-0308  14.673 15.512   6.7758303 0.0000551  6003.33561  0.180  0.215 5.523  0.015 3.572
OGLE-LMC-CEP-0313  15.560 16.353   3.0979811 0.0000067  6000.29524  0.397  0.437 4.526  0.206 2.911
OGLE-LMC-CEP-0316  15.114 15.865   3.7351840 0.0000047  6002.39563  0.464  0.442 4.598  0.234 2.948
OGLE-LMC-CEP-0317  15.615 16.418   3.1174674 0.0000079  6002.29972  0.322  0.381 4.513  0.162 2.832
OGLE-LMC-CEP-0319  15.564 16.303   2.5917080 0.0000028  6001.30031  0.456  0.432 4.383  0.208 2.581
OGLE-LMC-CEP-0321  15.446 16.225   3.2957906 0.0000035  6002.19035  0.507  0.461 4.567  0.250 2.883
OGLE-LMC-CEP-0322  15.682 16.296   2.3834772 0.0000030  6001.72380  0.522  0.472 4.355  0.251 2.470
OGLE-LMC-CEP-0324  16.056 17.112   3.1905892 0.0000061  6000.37888  0.508  0.472 4.619  0.270 3.005
OGLE-LMC-CEP-0325  15.495 16.299   3.1928315 0.0000045  6000.27893  0.424  0.438 4.579  0.227 2.910
OGLE-LMC-CEP-0328  12.088 13.124  34.4486189 0.0022310  6030.97413  0.614  0.452 4.995  0.268 3.762
OGLE-LMC-CEP-0329  15.091 15.797   3.9275402 0.0000105  6001.33261  0.455  0.404 4.629  0.197 2.991
OGLE-LMC-CEP-0331  14.491 15.452   6.8705819 0.0000208  6002.74913  0.345  0.362 5.155  0.084 3.756
OGLE-LMC-CEP-0332  14.684 15.483   4.2960383 0.0000186  6002.69946  0.248  0.175 4.784  0.024 2.681
OGLE-LMC-CEP-0333  14.762 15.613   5.5496704 0.0000160  6000.57522  0.416  0.392 4.932  0.129 3.546
OGLE-LMC-CEP-0335  15.626 16.332   2.8707566 0.0000158  6000.51521  0.353  0.415 4.519  0.182 2.854
OGLE-LMC-CEP-0337  15.746 16.575   2.8804884 0.0000078  6000.43795  0.485  0.470 4.540  0.252 2.887
OGLE-LMC-CEP-0339  15.505    -     2.8676494 0.0000150  6002.53919  0.487  0.440 4.464  0.243 2.685
OGLE-LMC-CEP-0340  16.029    -     2.1444669 0.0000643  6000.30681  0.255  0.315 4.324  0.120 2.702
OGLE-LMC-CEP-0345  16.180 17.168   2.6688213 0.0000083  6001.89735  0.237  0.290 4.428  0.098 2.636
OGLE-LMC-CEP-0346  15.871 16.879   3.0464436 0.0000055  6001.10522  0.389  0.419 4.548  0.203 2.868
OGLE-LMC-CEP-0349  15.939 16.878   3.0398829 0.0000046  6001.19878  0.419  0.437 4.535  0.221 2.852
OGLE-LMC-CEP-0350  15.936 16.861   2.8744721 0.0000060  6000.75627  0.347  0.392 4.482  0.170 2.717
OGLE-LMC-CEP-0351  15.734 16.694   3.5008894 0.0000125  6001.33874  0.329  0.397 4.681  0.167 3.073
OGLE-LMC-CEP-0352  15.222 15.999   3.5263615 0.0000041  6000.76829  0.474  0.438 4.591  0.224 2.952
OGLE-LMC-CEP-0353  15.161 15.817   3.5672274 0.0000069  6002.80245  0.500  0.484 4.647  0.265 3.037
OGLE-LMC-CEP-0354  15.804 16.484   2.2412003 0.0000064  6000.40803  0.457  0.418 4.368  0.216 2.572
OGLE-LMC-CEP-0356  13.694 14.598  12.6841678 0.0000515  6002.75703  0.683  0.286 5.057  0.183 2.678
OGLE-LMC-CEP-0357  15.137 15.908   4.3808522 0.0000171  6000.07439  0.408  0.409 4.827  0.172 3.389
OGLE-LMC-CEP-0359  14.530 15.326   6.5464426 0.0000347  6001.25358  0.329  0.314 5.325  0.082 3.915
OGLE-LMC-CEP-0360  13.394 14.390  22.0859031 0.0005268  6007.04540  0.552  0.264 4.861  0.177 3.139
OGLE-LMC-CEP-0361  15.512 16.238   2.9203009 0.0000036  6002.24040  0.494  0.421 4.471  0.224 2.730
OGLE-LMC-CEP-0362  15.452 16.187   3.0249176 0.0000049  6002.01348  0.460  0.462 4.531  0.250 2.826
OGLE-LMC-CEP-0364  15.808 16.534   2.3302673 0.0000027  6001.81206  0.551  0.470 4.373  0.248 2.592
OGLE-LMC-CEP-0365  16.663 17.319   1.1606889 0.0000012  6000.80056  0.351  0.384 3.988  0.195 1.768
OGLE-LMC-CEP-0366  13.657    -     9.5296099 0.0002988  6007.00322  0.487  0.329 4.831  0.151 2.757
OGLE-LMC-CEP-0367     -   13.770  29.8224817 0.0025258       -        -      -     -      -     -  
OGLE-LMC-CEP-0369  15.340 16.115   3.3379760 0.0000057  6001.48700  0.487  0.409 4.528  0.212 2.801
OGLE-LMC-CEP-0370  15.849 16.680   2.6798360 0.0000045  6001.46619  0.345  0.410 4.480  0.179 2.760
OGLE-LMC-CEP-0373  15.399 16.084   2.8812637 0.0000061  6001.00905  0.644  0.483 4.405  0.281 2.553
OGLE-LMC-CEP-0377  14.236 14.858   6.2469862 0.0000109  6000.49932  0.538  0.384 4.604  0.140 2.713
OGLE-LMC-CEP-0378  15.618 16.345   2.6397133 0.0000026  6001.15039  0.504  0.488 4.447  0.265 2.737
OGLE-LMC-CEP-0380  14.701 15.683   7.0875846 0.0001140  6000.09022  0.082  0.132 5.179  0.000   -  
OGLE-LMC-CEP-0382  15.678 16.483   2.7961718 0.0000050  6000.42119  0.361  0.385 4.461  0.174 2.720
OGLE-LMC-CEP-0384  15.414 16.146   3.1855650 0.0000043  6001.45332  0.465  0.450 4.563  0.235 2.900
OGLE-LMC-CEP-0385  15.788 16.468   4.2734621 0.0000897  6003.18809  0.665  0.512 4.773  0.143 3.511
OGLE-LMC-CEP-0387  15.670 16.434   2.7695268 0.0000067  6000.37901  0.235  0.282 4.422  0.090 2.610
OGLE-LMC-CEP-0390  15.185 15.858   3.4359812 0.0000027  6003.32627  0.654  0.474 4.483  0.288 2.765
OGLE-LMC-CEP-0392  14.786 15.711   5.8130126 0.0000220  6003.37690  0.290  0.329 5.019  0.068 3.728
OGLE-LMC-CEP-0394  14.357 15.200   7.2368169 0.0000309  6003.81221  0.318  0.319 5.446  0.068 4.035
OGLE-LMC-CEP-0396  14.991 15.770   4.2990472 0.0000129  6001.88565  0.546  0.452 4.662  0.228 3.102
OGLE-LMC-CEP-0398  15.096 15.816   4.1345991 0.0000060  6000.70615  0.512  0.476 4.725  0.248 3.199
